Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
29/11/2023 6:31:05,"431","","",""
29/11/2023 6:36:05,"429","","",""
29/11/2023 6:41:05,"442","","",""
29/11/2023 6:46:05,"435","","",""
29/11/2023 6:51:05,"438","","",""
29/11/2023 6:56:05,"430","","",""
29/11/2023 7:01:05,"436","","",""
29/11/2023 7:06:05,"435","","",""
29/11/2023 7:11:05,"439","","",""
29/11/2023 7:16:05,"439","","",""
29/11/2023 7:21:05,"433","","",""
29/11/2023 7:26:05,"436","","",""
29/11/2023 7:31:05,"429","","",""
29/11/2023 7:36:05,"426","","",""
29/11/2023 7:41:05,"437","","",""
29/11/2023 7:46:05,"429","","",""
29/11/2023 7:51:05,"446","","",""
29/11/2023 7:56:05,"433","","",""
29/11/2023 8:01:05,"434","","",""
29/11/2023 8:06:05,"440","","",""
29/11/2023 8:11:05,"428","","",""
29/11/2023 8:16:05,"439","","",""
29/11/2023 8:21:05,"438","","",""
29/11/2023 8:26:05,"442","","",""
29/11/2023 8:31:05,"433","","",""
29/11/2023 8:36:05,"437","","",""
29/11/2023 8:41:05,"457","","",""
29/11/2023 8:46:05,"450","","",""
29/11/2023 8:51:05,"456","","",""
29/11/2023 8:56:05,"468","","",""
29/11/2023 9:01:05,"458","","",""
29/11/2023 9:06:05,"461","","",""
29/11/2023 9:11:05,"467","","",""
29/11/2023 9:16:05,"473","","",""
29/11/2023 9:21:05,"479","","",""
29/11/2023 9:26:05,"463","","",""
29/11/2023 9:31:05,"480","","",""
29/11/2023 9:36:05,"476","","",""
29/11/2023 9:41:05,"497","","",""
29/11/2023 9:46:05,"522","","",""
29/11/2023 9:51:05,"512","","",""
29/11/2023 9:56:05,"528","","",""
29/11/2023 10:01:05,"538","","",""
29/11/2023 10:06:05,"541","","",""
29/11/2023 10:11:05,"526","","",""
29/11/2023 10:16:05,"543","","",""
29/11/2023 10:21:05,"537","","",""
29/11/2023 10:26:05,"560","","",""
29/11/2023 10:31:05,"573","","",""
29/11/2023 10:36:05,"560","","",""
29/11/2023 10:41:05,"570","","",""
29/11/2023 10:46:05,"579","","",""
29/11/2023 10:51:05,"567","","",""
29/11/2023 10:56:05,"576","","",""
29/11/2023 11:01:05,"582","","",""
29/11/2023 11:06:05,"593","","",""
29/11/2023 11:11:05,"614","","",""
29/11/2023 11:16:05,"646","","",""
29/11/2023 11:21:05,"655","","",""
29/11/2023 11:26:05,"685","","",""
29/11/2023 11:31:05,"697","","",""
29/11/2023 11:36:05,"704","","",""
29/11/2023 11:41:05,"706","","",""
29/11/2023 11:46:05,"691","","",""
29/11/2023 11:51:05,"697","","",""
29/11/2023 11:56:05,"686","","",""
29/11/2023 12:01:05,"689","","",""
29/11/2023 12:06:05,"657","","",""
29/11/2023 12:11:05,"650","","",""
29/11/2023 12:16:05,"631","","",""
29/11/2023 12:21:05,"632","","",""
29/11/2023 12:26:05,"616","","",""
29/11/2023 12:31:05,"634","","",""
29/11/2023 12:36:05,"618","","",""
29/11/2023 12:41:05,"624","","",""
29/11/2023 12:46:05,"623","","",""
29/11/2023 12:51:05,"631","","",""
29/11/2023 12:56:05,"659","","",""
29/11/2023 13:01:05,"731","","",""
29/11/2023 13:06:05,"762","","",""
29/11/2023 13:11:05,"755","","",""
29/11/2023 13:16:05,"804","","",""
29/11/2023 13:21:05,"830","","",""
29/11/2023 13:26:05,"791","","",""
29/11/2023 13:31:05,"782","","",""
29/11/2023 13:36:05,"765","","",""
29/11/2023 13:41:05,"786","","",""
29/11/2023 13:46:05,"796","","",""
29/11/2023 13:51:05,"770","","",""
29/11/2023 13:56:05,"794","","",""
29/11/2023 14:01:05,"810","","",""
29/11/2023 14:06:05,"847","","",""
29/11/2023 14:11:05,"801","","",""
29/11/2023 14:16:05,"822","","",""
29/11/2023 14:21:05,"827","","",""
29/11/2023 14:26:05,"806","","",""
29/11/2023 14:31:05,"815","","",""
29/11/2023 14:36:05,"813","","",""
29/11/2023 14:41:05,"831","","",""
29/11/2023 14:46:05,"851","","",""
29/11/2023 14:51:05,"876","","",""
29/11/2023 14:56:05,"846","","",""
29/11/2023 15:01:05,"826","","",""
29/11/2023 15:06:05,"813","","",""
29/11/2023 15:11:05,"823","","",""
29/11/2023 15:16:05,"814","","",""
29/11/2023 15:21:05,"839","","",""
29/11/2023 15:26:05,"802","","",""
29/11/2023 15:31:05,"799","","",""
29/11/2023 15:36:05,"789","","",""
29/11/2023 15:41:05,"782","","",""
29/11/2023 15:46:05,"787","","",""
29/11/2023 15:51:05,"785","","",""
29/11/2023 15:56:05,"801","","",""
29/11/2023 16:01:05,"797","","",""
29/11/2023 16:06:05,"780","","",""
29/11/2023 16:11:05,"789","","",""
29/11/2023 16:16:05,"768","","",""
29/11/2023 16:21:05,"760","","",""
29/11/2023 16:26:05,"778","","",""
29/11/2023 16:31:05,"774","","",""
29/11/2023 16:36:05,"765","","",""
29/11/2023 16:41:05,"772","","",""
29/11/2023 16:46:05,"759","","",""
29/11/2023 16:51:05,"784","","",""
29/11/2023 16:56:05,"757","","",""
29/11/2023 17:01:05,"734","","",""
29/11/2023 17:06:05,"719","","",""
29/11/2023 17:11:05,"716","","",""
29/11/2023 17:16:06,"708","","",""
29/11/2023 17:21:06,"703","","",""
29/11/2023 17:26:06,"693","","",""
29/11/2023 17:31:06,"660","","",""
29/11/2023 17:36:06,"670","","",""
29/11/2023 17:41:06,"667","","",""
29/11/2023 17:46:06,"648","","",""
29/11/2023 17:51:06,"630","","",""
29/11/2023 17:56:06,"610","","",""
29/11/2023 18:01:06,"608","","",""
29/11/2023 18:06:06,"598","","",""
29/11/2023 18:11:06,"588","","",""
29/11/2023 18:16:06,"593","","",""
29/11/2023 18:21:06,"592","","",""
29/11/2023 18:26:06,"592","","",""
29/11/2023 18:31:06,"578","","",""
29/11/2023 18:36:06,"551","","",""
29/11/2023 18:41:06,"548","","",""
29/11/2023 18:46:06,"538","","",""
29/11/2023 18:51:06,"528","","",""
29/11/2023 18:56:06,"525","","",""
29/11/2023 19:01:06,"535","","",""
29/11/2023 19:06:06,"530","","",""
29/11/2023 19:11:06,"525","","",""
29/11/2023 19:16:06,"535","","",""
29/11/2023 19:21:06,"520","","",""
29/11/2023 19:26:06,"520","","",""
29/11/2023 19:31:06,"505","","",""
29/11/2023 19:36:06,"511","","",""
29/11/2023 19:41:06,"510","","",""
29/11/2023 19:46:06,"510","","",""
29/11/2023 19:51:06,"515","","",""
29/11/2023 19:56:06,"510","","",""
29/11/2023 20:01:06,"507","","",""
29/11/2023 20:06:06,"517","","",""
29/11/2023 20:11:06,"509","","",""
29/11/2023 20:16:06,"511","","",""
29/11/2023 20:21:06,"496","","",""
29/11/2023 20:26:06,"507","","",""
29/11/2023 20:31:06,"505","","",""
29/11/2023 20:36:06,"489","","",""
29/11/2023 20:41:06,"491","","",""
29/11/2023 20:46:06,"480","","",""
29/11/2023 20:51:06,"489","","",""
29/11/2023 20:56:06,"488","","",""
29/11/2023 21:01:06,"484","","",""
29/11/2023 21:06:06,"473","","",""
29/11/2023 21:11:06,"466","","",""
29/11/2023 21:16:06,"474","","",""
29/11/2023 21:21:06,"477","","",""
29/11/2023 21:26:06,"464","","",""
29/11/2023 21:31:06,"463","","",""
29/11/2023 21:36:06,"466","","",""
29/11/2023 21:41:06,"467","","",""
29/11/2023 21:46:06,"474","","",""
29/11/2023 21:51:06,"464","","",""
29/11/2023 21:56:06,"466","","",""
29/11/2023 22:01:06,"468","","",""
29/11/2023 22:06:06,"470","","",""
29/11/2023 22:11:06,"456","","",""
29/11/2023 22:16:06,"466","","",""
29/11/2023 22:21:06,"449","","",""
29/11/2023 22:26:06,"466","","",""
29/11/2023 22:31:06,"460","","",""
29/11/2023 22:36:06,"467","","",""
29/11/2023 22:41:06,"460","","",""
29/11/2023 22:46:06,"469","","",""
29/11/2023 22:51:06,"465","","",""
29/11/2023 22:56:06,"462","","",""
29/11/2023 23:01:06,"454","","",""
29/11/2023 23:06:06,"469","","",""
29/11/2023 23:11:06,"456","","",""
29/11/2023 23:16:06,"465","","",""
29/11/2023 23:21:06,"463","","",""
29/11/2023 23:26:06,"461","","",""
29/11/2023 23:31:06,"457","","",""
29/11/2023 23:36:06,"456","","",""
29/11/2023 23:41:06,"456","","",""
29/11/2023 23:46:06,"455","","",""
29/11/2023 23:51:06,"463","","",""
29/11/2023 23:56:06,"443","","",""
30/11/2023 0:01:06,"459","","",""
30/11/2023 0:06:06,"459","","",""
30/11/2023 0:11:06,"460","","",""
30/11/2023 0:16:06,"465","","",""
30/11/2023 0:21:06,"456","","",""
30/11/2023 0:26:06,"448","","",""
30/11/2023 0:31:06,"450","","",""
30/11/2023 0:36:06,"450","","",""
30/11/2023 0:41:06,"458","","",""
30/11/2023 0:46:06,"452","","",""
30/11/2023 0:51:06,"443","","",""
30/11/2023 0:56:06,"450","","",""
30/11/2023 1:01:06,"456","","",""
30/11/2023 1:06:06,"447","","",""
30/11/2023 1:11:06,"442","","",""
30/11/2023 1:16:06,"451","","",""
30/11/2023 1:21:06,"440","","",""
30/11/2023 1:26:06,"444","","",""
30/11/2023 1:31:06,"458","","",""
30/11/2023 1:36:06,"456","","",""
30/11/2023 1:41:06,"446","","",""
30/11/2023 1:46:06,"449","","",""
30/11/2023 1:51:06,"452","","",""
30/11/2023 1:56:06,"458","","",""
30/11/2023 2:01:06,"444","","",""
30/11/2023 2:06:06,"445","","",""
30/11/2023 2:11:06,"448","","",""
30/11/2023 2:16:06,"451","","",""
30/11/2023 2:21:06,"433","","",""
30/11/2023 2:26:06,"442","","",""
30/11/2023 2:31:06,"450","","",""
30/11/2023 2:36:06,"444","","",""
30/11/2023 2:41:06,"436","","",""
30/11/2023 2:46:06,"445","","",""
30/11/2023 2:51:06,"456","","",""
30/11/2023 2:56:06,"446","","",""
30/11/2023 3:01:06,"447","","",""
30/11/2023 3:06:06,"445","","",""
30/11/2023 3:11:06,"454","","",""
30/11/2023 3:16:06,"447","","",""
30/11/2023 3:21:06,"443","","",""
30/11/2023 3:26:06,"447","","",""
30/11/2023 3:31:06,"451","","",""
30/11/2023 3:36:06,"451","","",""
30/11/2023 3:41:06,"449","","",""
30/11/2023 3:46:06,"450","","",""
30/11/2023 3:51:06,"437","","",""
30/11/2023 3:56:06,"456","","",""
30/11/2023 4:01:06,"452","","",""
30/11/2023 4:06:06,"448","","",""
30/11/2023 4:11:06,"443","","",""
30/11/2023 4:16:06,"451","","",""
30/11/2023 4:21:06,"442","","",""
30/11/2023 4:26:06,"445","","",""
30/11/2023 4:31:06,"443","","",""
30/11/2023 4:36:06,"435","","",""
30/11/2023 4:41:06,"434","","",""
30/11/2023 4:46:06,"449","","",""
30/11/2023 4:51:06,"445","","",""
30/11/2023 4:56:06,"450","","",""
30/11/2023 5:01:06,"448","","",""
30/11/2023 5:06:06,"448","","",""
30/11/2023 5:11:06,"449","","",""
30/11/2023 5:16:06,"447","","",""
30/11/2023 5:21:06,"449","","",""
30/11/2023 5:26:06,"449","","",""
30/11/2023 5:31:06,"450","","",""
30/11/2023 5:36:06,"443","","",""
30/11/2023 5:41:06,"448","","",""
30/11/2023 5:46:06,"452","","",""
30/11/2023 5:51:06,"442","","",""
30/11/2023 5:56:06,"438","","",""
30/11/2023 6:01:06,"445","","",""
30/11/2023 6:06:06,"452","","",""
30/11/2023 6:11:06,"451","","",""
30/11/2023 6:16:06,"452","","",""
30/11/2023 6:21:06,"456","","",""
30/11/2023 6:26:06,"454","","",""
30/11/2023 6:31:06,"459","","",""
30/11/2023 6:36:06,"447","","",""
30/11/2023 6:41:06,"456","","",""
30/11/2023 6:46:06,"458","","",""
30/11/2023 6:51:06,"451","","",""
30/11/2023 6:56:06,"452","","",""
30/11/2023 7:01:06,"465","","",""
30/11/2023 7:06:06,"462","","",""
30/11/2023 7:11:06,"455","","",""
30/11/2023 7:16:06,"459","","",""
30/11/2023 7:21:06,"465","","",""
30/11/2023 7:26:06,"471","","",""
30/11/2023 7:31:06,"457","","",""
30/11/2023 7:36:06,"471","","",""
30/11/2023 7:41:06,"454","","",""
30/11/2023 7:46:06,"478","","",""
30/11/2023 7:51:06,"473","","",""
30/11/2023 7:56:06,"473","","",""
30/11/2023 8:01:06,"480","","",""
30/11/2023 8:06:06,"485","","",""
30/11/2023 8:11:06,"509","","",""
30/11/2023 8:16:06,"504","","",""
30/11/2023 8:21:06,"510","","",""
30/11/2023 8:26:06,"513","","",""
30/11/2023 8:31:06,"509","","",""
30/11/2023 8:36:06,"527","","",""
30/11/2023 8:41:06,"530","","",""
30/11/2023 8:46:06,"518","","",""
30/11/2023 8:51:06,"549","","",""
30/11/2023 8:56:06,"556","","",""
30/11/2023 9:01:06,"576","","",""
30/11/2023 9:06:06,"609","","",""
30/11/2023 9:11:06,"642","","",""
30/11/2023 9:16:06,"635","","",""
30/11/2023 9:21:06,"682","","",""
30/11/2023 9:26:06,"685","","",""
30/11/2023 9:31:06,"701","","",""
30/11/2023 9:36:06,"750","","",""
30/11/2023 9:41:06,"772","","",""
30/11/2023 9:46:06,"807","","",""
30/11/2023 9:51:06,"849","","",""
30/11/2023 9:56:06,"848","","",""
30/11/2023 10:01:06,"886","","",""
30/11/2023 10:06:06,"891","","",""
30/11/2023 10:11:06,"914","","",""
30/11/2023 10:16:06,"940","","",""
30/11/2023 10:21:06,"914","","",""
30/11/2023 10:26:06,"898","","",""
30/11/2023 10:31:06,"886","","",""
30/11/2023 10:36:06,"878","","",""
30/11/2023 10:41:06,"853","","",""
30/11/2023 10:46:06,"856","","",""
30/11/2023 10:51:06,"866","","",""
30/11/2023 10:56:06,"858","","",""
30/11/2023 11:01:06,"843","","",""
30/11/2023 11:06:06,"846","","",""
30/11/2023 11:11:06,"878","","",""
30/11/2023 11:16:06,"909","","",""
30/11/2023 11:21:06,"905","","",""
30/11/2023 11:26:06,"941","","",""
30/11/2023 11:31:06,"909","","",""
30/11/2023 11:36:06,"964","","",""
30/11/2023 11:41:06,"924","","",""
30/11/2023 11:46:06,"956","","",""
30/11/2023 11:51:06,"949","","",""
30/11/2023 11:56:06,"955","","",""
30/11/2023 12:01:06,"941","","",""
30/11/2023 12:06:06,"859","","",""
30/11/2023 12:11:06,"820","","",""
30/11/2023 12:16:06,"777","","",""
30/11/2023 12:21:06,"745","","",""
30/11/2023 12:26:06,"729","","",""
30/11/2023 12:31:06,"740","","",""
30/11/2023 12:36:06,"707","","",""
30/11/2023 12:41:06,"702","","",""
30/11/2023 12:46:06,"733","","",""
30/11/2023 12:51:06,"765","","",""
30/11/2023 12:56:06,"835","","",""
30/11/2023 13:01:06,"840","","",""
30/11/2023 13:06:06,"884","","",""
30/11/2023 13:11:06,"883","","",""
30/11/2023 13:16:06,"941","","",""
30/11/2023 13:21:06,"985","","",""
30/11/2023 13:26:06,"1029","","",""
30/11/2023 13:31:06,"1044","","",""
30/11/2023 13:36:06,"1046","","",""
30/11/2023 13:41:06,"1060","","",""
30/11/2023 13:46:06,"1056","","",""
30/11/2023 13:51:06,"1094","","",""
30/11/2023 13:56:06,"1121","","",""
30/11/2023 14:01:06,"1107","","",""
30/11/2023 14:06:06,"1104","","",""
30/11/2023 14:11:06,"1106","","",""
30/11/2023 14:16:06,"1042","","",""
30/11/2023 14:21:06,"1015","","",""
30/11/2023 14:26:06,"989","","",""
30/11/2023 14:31:06,"966","","",""
30/11/2023 14:36:06,"984","","",""
30/11/2023 14:41:06,"1003","","",""
30/11/2023 14:46:06,"972","","",""
30/11/2023 14:51:06,"952","","",""
30/11/2023 14:56:06,"978","","",""
30/11/2023 15:01:06,"1005","","",""
30/11/2023 15:06:06,"944","","",""
30/11/2023 15:11:06,"941","","",""
30/11/2023 15:16:06,"955","","",""
30/11/2023 15:21:06,"966","","",""
30/11/2023 15:26:06,"963","","",""
30/11/2023 15:31:06,"945","","",""
30/11/2023 15:36:06,"961","","",""
30/11/2023 15:41:06,"928","","",""
30/11/2023 15:46:06,"949","","",""
30/11/2023 15:51:06,"949","","",""
30/11/2023 15:56:06,"944","","",""
30/11/2023 16:01:06,"946","","",""
30/11/2023 16:06:06,"915","","",""
30/11/2023 16:11:06,"919","","",""
30/11/2023 16:16:06,"900","","",""
30/11/2023 16:21:06,"882","","",""
30/11/2023 16:26:06,"883","","",""
30/11/2023 16:31:06,"889","","",""
30/11/2023 16:36:06,"883","","",""
30/11/2023 16:41:06,"874","","",""
30/11/2023 16:46:06,"863","","",""
30/11/2023 16:51:06,"858","","",""
30/11/2023 16:56:06,"867","","",""
30/11/2023 17:01:06,"858","","",""
30/11/2023 17:06:06,"821","","",""
30/11/2023 17:11:06,"812","","",""
30/11/2023 17:16:06,"818","","",""
30/11/2023 17:21:06,"788","","",""
30/11/2023 17:26:06,"767","","",""
30/11/2023 17:31:06,"753","","",""
30/11/2023 17:36:06,"726","","",""
30/11/2023 17:41:06,"718","","",""
30/11/2023 17:46:06,"697","","",""
30/11/2023 17:51:06,"692","","",""
30/11/2023 17:56:06,"699","","",""
30/11/2023 18:01:06,"694","","",""
30/11/2023 18:06:06,"674","","",""
30/11/2023 18:11:06,"655","","",""
30/11/2023 18:16:06,"655","","",""
30/11/2023 18:21:06,"643","","",""
30/11/2023 18:26:06,"645","","",""
30/11/2023 18:31:06,"646","","",""
30/11/2023 18:36:06,"629","","",""
30/11/2023 18:41:06,"610","","",""
30/11/2023 18:46:06,"602","","",""
30/11/2023 18:51:06,"597","","",""
30/11/2023 18:56:06,"583","","",""
30/11/2023 19:01:06,"574","","",""
30/11/2023 19:06:06,"581","","",""
30/11/2023 19:11:06,"559","","",""
30/11/2023 19:16:06,"553","","",""
30/11/2023 19:21:06,"549","","",""
30/11/2023 19:26:06,"553","","",""
30/11/2023 19:31:06,"546","","",""
30/11/2023 19:36:06,"536","","",""
30/11/2023 19:41:06,"551","","",""
30/11/2023 19:46:06,"532","","",""
30/11/2023 19:51:06,"537","","",""
30/11/2023 19:56:06,"529","","",""
30/11/2023 20:01:06,"535","","",""
30/11/2023 20:06:06,"517","","",""
30/11/2023 20:11:06,"511","","",""
30/11/2023 20:16:06,"512","","",""
30/11/2023 20:21:06,"506","","",""
30/11/2023 20:26:06,"498","","",""
30/11/2023 20:31:06,"495","","",""
30/11/2023 20:36:06,"499","","",""
30/11/2023 20:41:06,"494","","",""
30/11/2023 20:46:06,"479","","",""
30/11/2023 20:51:06,"481","","",""
30/11/2023 20:56:06,"475","","",""
30/11/2023 21:01:06,"473","","",""
30/11/2023 21:06:06,"472","","",""
30/11/2023 21:11:06,"472","","",""
30/11/2023 21:16:06,"470","","",""
30/11/2023 21:21:06,"462","","",""
30/11/2023 21:26:06,"456","","",""
30/11/2023 21:31:06,"458","","",""
30/11/2023 21:36:06,"470","","",""
30/11/2023 21:41:06,"456","","",""
30/11/2023 21:46:06,"466","","",""
30/11/2023 21:51:06,"470","","",""
30/11/2023 21:56:06,"463","","",""
30/11/2023 22:01:06,"450","","",""
30/11/2023 22:06:06,"459","","",""
30/11/2023 22:11:06,"452","","",""
30/11/2023 22:16:06,"451","","",""
30/11/2023 22:21:06,"446","","",""
30/11/2023 22:26:06,"450","","",""
30/11/2023 22:31:06,"450","","",""
30/11/2023 22:36:06,"448","","",""
30/11/2023 22:41:06,"447","","",""
30/11/2023 22:46:06,"446","","",""
30/11/2023 22:51:06,"455","","",""
30/11/2023 22:56:06,"444","","",""
30/11/2023 23:01:06,"439","","",""
30/11/2023 23:06:06,"456","","",""
30/11/2023 23:11:06,"448","","",""
30/11/2023 23:16:06,"457","","",""
30/11/2023 23:21:06,"460","","",""
30/11/2023 23:26:06,"442","","",""
30/11/2023 23:31:06,"452","","",""
30/11/2023 23:36:06,"440","","",""
30/11/2023 23:41:06,"434","","",""
30/11/2023 23:46:06,"443","","",""
30/11/2023 23:51:06,"435","","",""
30/11/2023 23:56:06,"447","","",""
01/12/2023 0:01:06,"441","","",""
01/12/2023 0:06:06,"439","","",""
01/12/2023 0:11:06,"445","","",""
01/12/2023 0:16:06,"453","","",""
01/12/2023 0:21:06,"449","","",""
01/12/2023 0:26:06,"436","","",""
01/12/2023 0:31:06,"435","","",""
01/12/2023 0:36:06,"447","","",""
01/12/2023 0:41:06,"448","","",""
01/12/2023 0:46:06,"444","","",""
01/12/2023 0:51:06,"446","","",""
01/12/2023 0:56:06,"447","","",""
01/12/2023 1:01:06,"449","","",""
01/12/2023 1:06:06,"453","","",""
01/12/2023 1:11:06,"444","","",""
01/12/2023 1:16:06,"432","","",""
01/12/2023 1:21:06,"449","","",""
01/12/2023 1:26:06,"436","","",""
01/12/2023 1:31:06,"439","","",""
01/12/2023 1:36:06,"436","","",""
01/12/2023 1:41:06,"434","","",""
01/12/2023 1:46:06,"434","","",""
01/12/2023 1:51:06,"440","","",""
01/12/2023 1:56:06,"436","","",""
01/12/2023 2:01:06,"441","","",""
01/12/2023 2:06:06,"444","","",""
01/12/2023 2:11:06,"433","","",""
01/12/2023 2:16:06,"440","","",""
01/12/2023 2:21:06,"429","","",""
01/12/2023 2:26:06,"436","","",""
01/12/2023 2:31:06,"448","","",""
01/12/2023 2:36:06,"427","","",""
01/12/2023 2:41:06,"427","","",""
01/12/2023 2:46:06,"438","","",""
01/12/2023 2:51:06,"435","","",""
01/12/2023 2:56:06,"436","","",""
01/12/2023 3:01:06,"428","","",""
01/12/2023 3:06:06,"449","","",""
01/12/2023 3:11:06,"438","","",""
01/12/2023 3:16:06,"426","","",""
01/12/2023 3:21:06,"434","","",""
01/12/2023 3:26:06,"435","","",""
01/12/2023 3:31:06,"444","","",""
01/12/2023 3:36:06,"436","","",""
01/12/2023 3:41:06,"436","","",""
01/12/2023 3:46:06,"435","","",""
01/12/2023 3:51:06,"437","","",""
01/12/2023 3:56:06,"438","","",""
01/12/2023 4:01:06,"428","","",""
01/12/2023 4:06:06,"437","","",""
01/12/2023 4:11:06,"430","","",""
01/12/2023 4:16:06,"448","","",""
01/12/2023 4:21:06,"433","","",""
01/12/2023 4:26:06,"445","","",""
01/12/2023 4:31:06,"437","","",""
01/12/2023 4:36:06,"434","","",""
01/12/2023 4:41:06,"432","","",""
01/12/2023 4:46:06,"442","","",""
01/12/2023 4:51:06,"433","","",""
01/12/2023 4:56:06,"435","","",""
01/12/2023 5:01:06,"421","","",""
01/12/2023 5:06:06,"427","","",""
01/12/2023 5:11:06,"436","","",""
01/12/2023 5:16:06,"433","","",""
01/12/2023 5:21:06,"442","","",""
01/12/2023 5:26:06,"431","","",""
01/12/2023 5:31:06,"442","","",""
01/12/2023 5:36:06,"436","","",""
01/12/2023 5:41:06,"440","","",""
01/12/2023 5:46:06,"431","","",""
01/12/2023 5:51:06,"428","","",""
01/12/2023 5:56:06,"431","","",""
01/12/2023 6:01:06,"428","","",""
01/12/2023 6:06:06,"429","","",""
01/12/2023 6:11:06,"428","","",""
01/12/2023 6:16:06,"428","","",""
01/12/2023 6:21:06,"425","","",""
01/12/2023 6:26:06,"435","","",""
01/12/2023 6:31:06,"435","","",""
01/12/2023 6:36:06,"442","","",""
01/12/2023 6:41:06,"431","","",""
01/12/2023 6:46:06,"444","","",""
01/12/2023 6:51:06,"431","","",""
01/12/2023 6:56:06,"425","","",""
01/12/2023 7:01:06,"433","","",""
01/12/2023 7:06:06,"440","","",""
01/12/2023 7:11:06,"429","","",""
01/12/2023 7:16:06,"437","","",""
01/12/2023 7:21:06,"441","","",""
01/12/2023 7:26:06,"437","","",""
01/12/2023 7:31:06,"437","","",""
01/12/2023 7:36:06,"448","","",""
01/12/2023 7:41:06,"448","","",""
01/12/2023 7:46:06,"448","","",""
01/12/2023 7:51:06,"439","","",""
01/12/2023 7:56:06,"439","","",""
01/12/2023 8:01:06,"446","","",""
01/12/2023 8:06:06,"434","","",""
01/12/2023 8:11:06,"438","","",""
01/12/2023 8:16:06,"433","","",""
01/12/2023 8:21:06,"436","","",""
01/12/2023 8:26:06,"439","","",""
01/12/2023 8:31:06,"446","","",""
01/12/2023 8:36:06,"446","","",""
01/12/2023 8:41:06,"456","","",""
01/12/2023 8:46:06,"440","","",""
01/12/2023 8:51:06,"449","","",""
01/12/2023 8:56:06,"444","","",""
01/12/2023 9:01:06,"441","","",""
01/12/2023 9:06:06,"448","","",""
01/12/2023 9:11:06,"451","","",""
01/12/2023 9:16:06,"452","","",""
01/12/2023 9:21:06,"489","","",""
01/12/2023 9:26:06,"493","","",""
01/12/2023 9:31:06,"500","","",""
01/12/2023 9:36:06,"511","","",""
01/12/2023 9:41:06,"510","","",""
01/12/2023 9:46:06,"522","","",""
01/12/2023 9:51:06,"525","","",""
01/12/2023 9:56:06,"549","","",""
01/12/2023 10:01:06,"566","","",""
01/12/2023 10:06:06,"586","","",""
01/12/2023 10:11:06,"598","","",""
01/12/2023 10:16:06,"600","","",""
01/12/2023 10:21:06,"605","","",""
01/12/2023 10:26:06,"604","","",""
01/12/2023 10:31:06,"636","23,7","28","998,9"
01/12/2023 10:35:30,"890","23,7","27","998,8"
01/12/2023 10:43:49,"989","23,6","26","998,9"
01/12/2023 10:48:47,"831","23,5","26","998,9"
01/12/2023 10:53:47,"557","23,1","24","998,9"
01/12/2023 10:58:47,"506","22,8","24","998,9"
01/12/2023 11:03:47,"469","22,6","24","999,0"
01/12/2023 11:08:47,"463","22,5","23","999,0"
01/12/2023 11:13:47,"453","22,4","23","998,9"
01/12/2023 11:18:47,"460","22,4","23","999,0"
01/12/2023 11:23:47,"459","22,4","23","999,0"
01/12/2023 11:28:47,"450","22,4","23","998,9"
01/12/2023 11:33:47,"456","22,3","23","998,9"
01/12/2023 11:38:47,"479","22,3","23","999,0"
01/12/2023 11:43:47,"459","22,3","23","999,0"
01/12/2023 11:48:47,"470","22,3","23","999,0"
01/12/2023 11:53:47,"452","22,3","23","998,9"
01/12/2023 11:58:47,"473","22,3","23","998,8"
01/12/2023 12:03:47,"454","22,3","23","998,8"
01/12/2023 12:08:47,"448","22,3","23","998,7"
01/12/2023 12:13:47,"455","22,3","23","998,8"
01/12/2023 12:18:47,"451","22,3","23","998,7"
01/12/2023 12:23:47,"453","22,3","23","998,8"
01/12/2023 12:28:47,"456","22,3","23","998,8"
01/12/2023 12:33:47,"457","22,3","22","998,7"
01/12/2023 12:38:47,"457","22,3","22","998,7"
01/12/2023 12:43:47,"464","22,3","22","998,8"
01/12/2023 12:48:47,"457","22,3","22","998,8"
01/12/2023 12:53:47,"655","22,4","23","998,7"
01/12/2023 12:58:47,"652","22,6","23","998,9"
01/12/2023 13:03:47,"679","22,7","23","998,8"
01/12/2023 13:08:46,"820","22,8","23","998,9"
01/12/2023 13:13:46,"609","22,8","23","998,9"
01/12/2023 13:18:46,"614","22,9","23","999,0"
01/12/2023 13:23:46,"751","23,0","25","999,0"
01/12/2023 13:28:45,"531","23,2","15","999,0"
01/12/2023 13:33:45,"475","23,3","13","999,0"
01/12/2023 13:38:45,"472","23,5","12","999,0"
01/12/2023 13:43:45,"451","23,5","11","998,9"
01/12/2023 13:48:45,"472","23,6","10","998,9"
01/12/2023 13:53:45,"463","23,6","9","998,8"
01/12/2023 13:58:45,"456","23,6","9","998,9"
01/12/2023 14:03:45,"465","23,7","8","998,8"
01/12/2023 14:08:45,"457","23,7","8","998,8"
01/12/2023 14:13:45,"459","23,7","8","998,8"
01/12/2023 14:18:45,"454","23,7","7","998,7"
01/12/2023 14:23:45,"459","23,7","7","998,7"
01/12/2023 14:28:45,"461","23,7","7","998,7"
01/12/2023 14:33:45,"453","23,7","6","998,6"
01/12/2023 14:37:22,"476","23,7","6","998,7"
01/12/2023 14:42:22,"505","23,7","7","998,6"
01/12/2023 14:47:22,"486","23,8","7","998,6"
01/12/2023 14:52:22,"493","23,8","6","998,5"
