Time,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
1/23/2022 2:24:19,"445","21,2","30","1028"
1/23/2022 2:29:19,"439","21,2","30","1028"
1/23/2022 2:34:19,"451","21,2","30","1028"
1/23/2022 2:39:19,"447","21,2","30","1028"
1/23/2022 2:44:19,"443","21,2","30","1028"
1/23/2022 2:49:19,"453","21,2","30","1028"
1/23/2022 2:54:19,"441","21,2","30","1028"
1/23/2022 2:59:19,"456","21,2","30","1028"
1/23/2022 3:04:19,"449","21,2","30","1029"
1/23/2022 3:09:19,"456","21,2","30","1028"
1/23/2022 3:14:19,"451","21,2","30","1028"
1/23/2022 3:19:19,"443","21,2","30","1028"
1/23/2022 3:24:19,"449","21,2","30","1028"
1/23/2022 3:29:19,"444","21,2","30","1028"
1/23/2022 3:34:19,"449","21,2","30","1028"
1/23/2022 3:39:19,"451","21,2","30","1028"
1/23/2022 3:44:19,"463","21,2","30","1028"
1/23/2022 3:49:19,"469","21,2","30","1028"
1/23/2022 3:54:19,"474","21,3","30","1028"
1/23/2022 3:59:19,"471","21,2","30","1028"
1/23/2022 4:04:19,"475","21,3","30","1028"
1/23/2022 4:09:19,"472","21,3","30","1028"
1/23/2022 4:14:19,"474","21,3","30","1028"
1/23/2022 4:19:19,"479","21,4","30","1028"
1/23/2022 4:24:19,"481","21,4","30","1028"
1/23/2022 4:29:19,"493","21,4","30","1028"
1/23/2022 4:34:19,"500","21,4","30","1028"
1/23/2022 4:39:19,"497","21,4","30","1028"
1/23/2022 4:44:19,"508","21,4","30","1028"
1/23/2022 4:49:19,"517","21,4","30","1028"
1/23/2022 4:54:19,"504","21,4","30","1028"
1/23/2022 4:59:19,"521","21,5","30","1028"
1/23/2022 5:04:19,"513","21,5","30","1028"
1/23/2022 5:09:19,"527","21,5","30","1028"
1/23/2022 5:14:19,"515","21,5","30","1029"
1/23/2022 5:19:19,"522","21,5","30","1028"
1/23/2022 5:24:19,"540","21,5","30","1028"
1/23/2022 5:29:19,"539","21,5","30","1028"
1/23/2022 5:34:19,"536","21,5","30","1028"
1/23/2022 5:39:19,"547","21,5","30","1028"
1/23/2022 5:44:19,"541","21,5","30","1028"
1/23/2022 5:49:19,"542","21,5","30","1028"
1/23/2022 5:54:19,"551","21,6","30","1028"
1/23/2022 5:59:19,"558","21,6","30","1028"
1/23/2022 6:04:19,"548","21,6","30","1028"
1/23/2022 6:09:19,"568","21,6","30","1029"
1/23/2022 6:14:19,"556","21,6","30","1028"
1/23/2022 6:19:19,"556","21,6","30","1028"
1/23/2022 6:24:19,"571","21,6","30","1028"
1/23/2022 6:29:19,"572","21,6","30","1029"
1/23/2022 6:34:19,"571","21,6","30","1028"
1/23/2022 6:39:19,"581","21,6","30","1028"
1/23/2022 6:44:19,"574","21,6","30","1028"
1/23/2022 6:49:19,"576","21,6","30","1028"
1/23/2022 6:54:19,"569","21,6","30","1028"
1/23/2022 6:59:19,"582","21,6","30","1028"
1/23/2022 7:04:19,"578","21,6","30","1028"
1/23/2022 7:09:19,"587","21,7","30","1028"
1/23/2022 7:14:19,"589","21,6","30","1028"
1/23/2022 7:19:19,"585","21,7","30","1028"
1/23/2022 7:24:19,"610","21,7","30","1028"
1/23/2022 7:29:19,"602","21,7","30","1028"
1/23/2022 7:34:19,"593","21,7","30","1028"
1/23/2022 7:39:19,"599","21,7","30","1028"
1/23/2022 7:44:19,"595","21,7","30","1028"
1/23/2022 7:49:19,"608","21,7","30","1029"
1/23/2022 7:54:19,"605","21,7","30","1029"
1/23/2022 7:59:19,"608","21,7","30","1029"
1/23/2022 8:04:19,"610","21,7","30","1029"
1/23/2022 8:09:19,"608","21,7","30","1029"
1/23/2022 8:14:19,"616","21,7","30","1029"
1/23/2022 8:19:19,"623","21,7","30","1029"
1/23/2022 8:24:19,"612","21,7","30","1029"
1/23/2022 8:29:19,"623","21,7","30","1029"
1/23/2022 8:34:19,"620","21,7","30","1029"
1/23/2022 8:39:19,"632","21,7","30","1029"
1/23/2022 8:44:19,"635","21,7","30","1029"
1/23/2022 8:49:19,"628","21,7","30","1029"
1/23/2022 8:54:19,"625","21,7","30","1029"
1/23/2022 8:59:19,"621","21,7","30","1029"
1/23/2022 9:04:19,"625","21,7","30","1029"
1/23/2022 9:09:19,"638","21,8","30","1029"
1/23/2022 9:14:19,"627","21,7","30","1029"
1/23/2022 9:19:19,"633","21,8","30","1029"
1/23/2022 9:24:19,"633","21,8","30","1029"
1/23/2022 9:29:19,"639","21,8","30","1029"
1/23/2022 9:34:19,"652","21,8","30","1029"
1/23/2022 9:39:19,"639","21,8","30","1029"
1/23/2022 9:44:19,"640","21,8","30","1029"
1/23/2022 9:49:19,"652","21,8","30","1029"
1/23/2022 9:54:19,"659","21,8","30","1029"
1/23/2022 9:59:19,"652","21,8","30","1029"
1/23/2022 10:04:19,"660","21,8","30","1029"
1/23/2022 10:09:19,"639","21,8","30","1029"
1/23/2022 10:14:19,"643","21,8","30","1029"
1/23/2022 10:19:19,"653","21,8","30","1029"
1/23/2022 10:24:19,"664","21,8","30","1030"
1/23/2022 10:29:19,"658","21,8","30","1030"
1/23/2022 10:34:19,"680","21,8","30","1030"
1/23/2022 10:39:19,"668","21,8","30","1030"
1/23/2022 10:44:19,"661","21,8","30","1030"
1/23/2022 10:49:19,"655","21,8","30","1030"
1/23/2022 10:54:19,"670","21,8","30","1030"
1/23/2022 10:59:19,"670","21,8","30","1030"
1/23/2022 11:04:19,"674","21,8","30","1030"
1/23/2022 11:09:19,"682","21,8","30","1029"
1/23/2022 11:14:19,"678","21,8","30","1030"
1/23/2022 11:19:19,"671","21,8","30","1030"
1/23/2022 11:24:19,"673","21,8","30","1030"
1/23/2022 11:29:19,"678","21,9","30","1030"
1/23/2022 11:34:19,"688","21,9","30","1030"
1/23/2022 11:39:19,"693","21,9","30","1030"
1/23/2022 11:44:19,"682","21,9","30","1029"
1/23/2022 11:49:19,"696","21,9","30","1030"
1/23/2022 11:54:19,"695","21,9","30","1029"
1/23/2022 11:59:19,"679","21,9","30","1029"
1/23/2022 12:04:19,"690","21,9","30","1029"
1/23/2022 12:09:19,"687","21,9","30","1029"
1/23/2022 12:14:19,"696","21,9","30","1029"
1/23/2022 12:19:19,"688","21,9","30","1029"
1/23/2022 12:24:19,"703","21,9","30","1029"
1/23/2022 12:29:19,"706","21,9","30","1029"
1/23/2022 12:34:19,"695","21,9","30","1029"
1/23/2022 12:39:19,"697","21,9","30","1029"
1/23/2022 12:44:19,"709","21,9","30","1029"
1/23/2022 12:49:19,"704","21,9","30","1029"
1/23/2022 12:54:19,"704","21,9","30","1029"
1/23/2022 12:59:19,"712","21,9","30","1029"
1/23/2022 13:04:19,"726","22,0","30","1029"
1/23/2022 13:09:19,"803","21,9","31","1029"
1/23/2022 13:14:19,"888","22,0","31","1029"
1/23/2022 13:19:19,"1011","22,0","31","1029"
1/23/2022 13:24:19,"1077","22,0","31","1029"
1/23/2022 13:29:19,"1145","22,1","31","1029"
1/23/2022 13:34:19,"1213","22,1","31","1029"
1/23/2022 13:39:19,"1263","22,2","31","1029"
1/23/2022 13:44:19,"1354","22,3","32","1029"
1/23/2022 13:49:19,"1418","22,3","32","1029"
1/23/2022 13:54:19,"1372","22,4","32","1029"
1/23/2022 13:59:19,"1301","22,3","32","1028"
1/23/2022 14:04:19,"1200","22,3","32","1028"
1/23/2022 14:09:19,"1132","22,4","32","1028"
1/23/2022 14:14:19,"1076","22,4","32","1028"
1/23/2022 14:19:19,"1019","22,4","32","1028"
1/23/2022 14:24:19,"971","22,5","32","1028"
1/23/2022 14:29:19,"925","22,5","32","1028"
1/23/2022 14:34:19,"872","22,5","32","1028"
1/23/2022 14:39:19,"842","22,5","32","1028"
1/23/2022 14:44:19,"817","22,5","32","1028"
1/23/2022 14:49:19,"833","22,6","32","1028"
1/23/2022 14:54:19,"817","22,6","32","1028"
1/23/2022 14:59:19,"817","22,5","32","1028"
1/23/2022 15:04:19,"797","22,6","32","1028"
1/23/2022 15:09:19,"787","22,6","32","1028"
1/23/2022 15:14:19,"761","22,6","32","1028"
1/23/2022 15:19:19,"774","22,5","31","1028"
1/23/2022 15:24:19,"766","22,5","31","1028"
1/23/2022 15:29:19,"766","22,5","31","1028"
1/23/2022 15:34:19,"764","22,5","31","1028"
1/23/2022 15:39:19,"749","22,5","31","1028"
1/23/2022 15:44:19,"737","22,5","31","1028"
1/23/2022 15:49:19,"730","22,5","31","1028"
1/23/2022 15:54:19,"726","22,4","31","1028"
1/23/2022 15:59:19,"719","22,4","31","1028"
1/23/2022 16:04:19,"717","22,4","31","1028"
1/23/2022 16:09:19,"705","22,4","31","1028"
1/23/2022 16:14:19,"711","22,4","31","1028"
1/23/2022 16:19:19,"675","22,4","31","1028"
1/23/2022 16:24:19,"695","22,4","31","1028"
1/23/2022 16:29:19,"694","22,4","31","1028"
1/23/2022 16:34:19,"678","22,4","31","1028"
1/23/2022 16:39:19,"674","22,4","31","1028"
1/23/2022 16:44:19,"655","22,3","31","1028"
1/23/2022 16:49:19,"662","22,3","31","1028"
1/23/2022 16:54:19,"656","22,3","31","1028"
1/23/2022 16:59:19,"651","22,3","31","1028"
1/23/2022 17:04:19,"651","22,3","31","1028"
1/23/2022 17:09:19,"649","22,3","31","1028"
1/23/2022 17:14:19,"657","22,3","31","1028"
1/23/2022 17:19:19,"651","22,3","31","1028"
1/23/2022 17:24:19,"651","22,3","31","1028"
1/23/2022 17:29:19,"640","22,3","31","1028"
1/23/2022 17:34:19,"629","22,3","31","1028"
1/23/2022 17:39:19,"638","22,3","31","1028"
1/23/2022 17:44:19,"639","22,2","31","1028"
1/23/2022 17:49:19,"646","22,3","31","1028"
1/23/2022 17:54:19,"634","22,2","31","1028"
1/23/2022 17:59:19,"632","22,2","31","1028"
1/23/2022 18:04:19,"619","22,2","31","1028"
1/23/2022 18:09:19,"623","22,2","31","1028"
1/23/2022 18:14:19,"620","22,2","31","1028"
1/23/2022 18:19:19,"626","22,2","31","1028"
1/23/2022 18:24:19,"610","22,2","31","1028"
1/23/2022 18:29:19,"613","22,2","31","1028"
1/23/2022 18:34:19,"614","22,2","31","1028"
1/23/2022 18:39:19,"609","22,2","31","1028"
1/23/2022 18:44:19,"613","22,2","31","1028"
1/23/2022 18:49:19,"601","22,2","31","1028"
1/23/2022 18:54:19,"599","22,2","31","1028"
1/23/2022 18:59:19,"604","22,2","31","1028"
1/23/2022 19:04:19,"594","22,1","31","1028"
1/23/2022 19:09:19,"597","22,1","31","1028"
1/23/2022 19:14:19,"607","22,1","31","1028"
1/23/2022 19:19:19,"612","22,1","31","1028"
1/23/2022 19:24:19,"581","22,1","31","1028"
1/23/2022 19:29:19,"590","22,1","30","1028"
1/23/2022 19:34:19,"586","22,1","30","1028"
1/23/2022 19:39:19,"587","22,1","30","1028"
1/23/2022 19:44:19,"572","22,1","30","1028"
1/23/2022 19:49:19,"584","22,1","30","1028"
1/23/2022 19:54:19,"589","22,1","30","1028"
1/23/2022 19:59:19,"592","22,1","30","1028"
1/23/2022 20:04:19,"578","22,1","30","1028"
1/23/2022 20:09:19,"576","22,1","30","1028"
1/23/2022 20:14:19,"583","22,0","30","1028"
1/23/2022 20:19:19,"598","22,0","30","1028"
1/23/2022 20:24:19,"572","22,1","30","1028"
1/23/2022 20:29:19,"570","22,1","30","1028"
1/23/2022 20:34:19,"575","22,0","30","1028"
1/23/2022 20:39:19,"574","22,0","30","1028"
1/23/2022 20:44:19,"576","22,0","30","1028"
1/23/2022 20:49:19,"569","22,0","30","1028"
1/23/2022 20:54:19,"568","22,0","30","1028"
1/23/2022 20:59:19,"566","22,0","30","1028"
1/23/2022 21:04:19,"558","22,0","30","1028"
1/23/2022 21:09:19,"574","22,0","30","1027"
1/23/2022 21:14:19,"558","22,0","30","1027"
1/23/2022 21:19:19,"564","22,0","30","1027"
1/23/2022 21:24:19,"551","22,0","30","1027"
1/23/2022 21:29:19,"561","22,0","30","1027"
1/23/2022 21:34:19,"550","22,0","30","1027"
1/23/2022 21:39:19,"562","22,0","30","1027"
1/23/2022 21:44:19,"569","22,0","30","1027"
1/23/2022 21:49:19,"559","22,0","30","1027"
1/23/2022 21:54:19,"562","21,9","30","1027"
1/23/2022 21:59:19,"556","21,9","30","1027"
1/23/2022 22:04:19,"566","22,0","30","1027"
1/23/2022 22:09:19,"558","21,9","30","1027"
1/23/2022 22:14:19,"563","21,9","30","1027"
1/23/2022 22:19:19,"555","21,9","30","1027"
1/23/2022 22:24:19,"563","21,9","30","1027"
1/23/2022 22:29:19,"564","21,9","30","1027"
1/23/2022 22:34:19,"569","21,9","30","1027"
1/23/2022 22:39:19,"557","21,9","30","1027"
1/23/2022 22:44:19,"555","21,9","30","1027"
1/23/2022 22:49:19,"555","21,9","30","1027"
1/23/2022 22:54:19,"568","21,9","30","1027"
1/23/2022 22:59:19,"554","21,9","30","1027"
1/23/2022 23:04:19,"554","21,9","30","1027"
1/23/2022 23:09:19,"564","21,9","30","1027"
1/23/2022 23:14:19,"561","21,9","30","1027"
1/23/2022 23:19:19,"551","21,9","30","1027"
1/23/2022 23:24:19,"556","21,9","30","1027"
1/23/2022 23:29:19,"555","21,9","30","1027"
1/23/2022 23:34:19,"557","21,8","30","1027"
1/23/2022 23:39:19,"551","21,9","30","1027"
1/23/2022 23:44:19,"551","21,9","30","1027"
1/23/2022 23:49:19,"558","21,9","30","1027"
1/23/2022 23:54:19,"555","21,8","30","1027"
1/23/2022 23:59:19,"560","21,9","30","1027"
1/24/2022 0:04:19,"543","21,9","30","1027"
1/24/2022 0:09:19,"555","21,9","30","1027"
1/24/2022 0:14:19,"549","21,8","30","1027"
1/24/2022 0:19:19,"543","21,8","30","1027"
1/24/2022 0:24:19,"544","21,8","30","1027"
1/24/2022 0:29:19,"559","21,8","30","1027"
1/24/2022 0:34:19,"555","21,8","30","1027"
1/24/2022 0:39:19,"544","21,8","30","1027"
1/24/2022 0:44:19,"549","21,8","30","1027"
1/24/2022 0:49:19,"536","21,8","30","1027"
1/24/2022 0:54:19,"548","21,8","30","1027"
1/24/2022 0:59:19,"549","21,8","30","1027"
1/24/2022 1:04:19,"548","21,8","30","1027"
1/24/2022 1:09:19,"536","21,8","30","1027"
1/24/2022 1:14:19,"553","21,8","30","1027"
1/24/2022 1:19:19,"548","21,8","30","1027"
1/24/2022 1:24:19,"544","21,8","30","1027"
1/24/2022 1:29:19,"547","21,8","30","1027"
1/24/2022 1:34:19,"541","21,8","29","1027"
1/24/2022 1:39:19,"549","21,8","29","1027"
1/24/2022 1:44:19,"543","21,8","29","1027"
1/24/2022 1:49:19,"546","21,8","29","1027"
1/24/2022 1:54:19,"546","21,8","29","1027"
1/24/2022 1:59:19,"539","21,8","29","1027"
1/24/2022 2:04:19,"551","21,8","29","1027"
1/24/2022 2:09:19,"537","21,8","29","1027"
1/24/2022 2:14:19,"545","21,8","29","1027"
1/24/2022 2:19:19,"533","21,8","29","1027"
1/24/2022 2:24:19,"548","21,8","29","1027"
1/24/2022 2:29:19,"550","21,8","29","1027"
1/24/2022 2:34:19,"530","21,8","29","1027"
1/24/2022 2:39:19,"537","21,8","29","1027"
1/24/2022 2:44:19,"548","21,8","29","1027"
1/24/2022 2:49:19,"539","21,8","29","1027"
1/24/2022 2:54:19,"537","21,8","29","1027"
1/24/2022 2:59:19,"543","21,8","29","1027"
1/24/2022 3:04:19,"535","21,8","29","1027"
1/24/2022 3:09:19,"530","21,8","29","1027"
1/24/2022 3:14:19,"535","21,7","29","1027"
1/24/2022 3:19:19,"518","21,8","29","1027"
1/24/2022 3:24:19,"537","21,7","29","1027"
1/24/2022 3:29:19,"525","21,8","29","1027"
1/24/2022 3:34:19,"532","21,7","29","1027"
1/24/2022 3:39:19,"537","21,7","29","1027"
1/24/2022 3:44:19,"545","21,7","29","1027"
1/24/2022 3:49:19,"534","21,7","29","1027"
1/24/2022 3:54:19,"539","21,7","29","1027"
1/24/2022 3:59:19,"538","21,7","29","1027"
1/24/2022 4:04:19,"537","21,7","29","1027"
1/24/2022 4:09:19,"533","21,7","29","1027"
1/24/2022 4:14:19,"535","21,7","29","1027"
1/24/2022 4:19:19,"540","21,7","29","1027"
1/24/2022 4:24:19,"532","21,7","29","1027"
1/24/2022 4:29:19,"537","21,7","29","1027"
1/24/2022 4:34:19,"533","21,7","29","1027"
1/24/2022 4:39:19,"550","21,7","29","1027"
1/24/2022 4:44:19,"536","21,7","29","1027"
1/24/2022 4:49:19,"539","21,7","29","1027"
1/24/2022 4:54:19,"537","21,7","29","1027"
1/24/2022 4:59:19,"538","21,7","29","1026"
1/24/2022 5:04:19,"535","21,7","29","1027"
1/24/2022 5:09:19,"526","21,7","29","1027"
1/24/2022 5:14:19,"537","21,7","29","1027"
1/24/2022 5:19:19,"528","21,7","29","1027"
1/24/2022 5:24:19,"530","21,7","29","1027"
1/24/2022 5:29:19,"541","21,7","29","1026"
1/24/2022 5:34:19,"531","21,7","29","1027"
1/24/2022 5:39:19,"534","21,7","29","1027"
1/24/2022 5:44:19,"535","21,7","29","1027"
1/24/2022 5:49:19,"541","21,7","29","1026"
1/24/2022 5:54:19,"532","21,7","29","1027"
1/24/2022 5:59:19,"543","21,7","29","1027"
1/24/2022 6:04:19,"547","21,7","29","1027"
1/24/2022 6:09:19,"533","21,7","29","1027"
1/24/2022 6:14:19,"540","21,7","29","1027"
1/24/2022 6:19:19,"530","21,7","29","1027"
1/24/2022 6:24:19,"532","21,7","29","1027"
1/24/2022 6:29:19,"533","21,6","29","1027"
1/24/2022 6:34:19,"553","21,7","29","1027"
1/24/2022 6:39:19,"530","21,7","29","1027"
1/24/2022 6:44:19,"536","21,6","29","1027"
1/24/2022 6:49:19,"532","21,6","29","1027"
1/24/2022 6:54:19,"537","21,6","29","1027"
1/24/2022 6:59:19,"537","21,7","29","1027"
1/24/2022 7:04:19,"543","21,6","29","1027"
1/24/2022 7:09:19,"534","21,6","29","1027"
1/24/2022 7:14:19,"538","21,6","29","1027"
1/24/2022 7:19:19,"537","21,6","29","1027"
1/24/2022 7:24:19,"539","21,6","29","1027"
1/24/2022 7:29:19,"555","21,6","29","1027"
1/24/2022 7:34:19,"531","21,6","29","1027"
1/24/2022 7:39:19,"549","21,6","29","1027"
1/24/2022 7:44:19,"534","21,6","29","1027"
1/24/2022 7:49:19,"544","21,6","29","1027"
1/24/2022 7:54:19,"531","21,6","29","1027"
1/24/2022 7:59:19,"536","21,6","29","1027"
1/24/2022 8:04:19,"531","21,6","29","1027"
1/24/2022 8:09:19,"538","21,6","29","1027"
1/24/2022 8:14:19,"529","21,6","29","1027"
1/24/2022 8:19:19,"549","21,6","29","1027"
1/24/2022 8:24:19,"540","21,6","29","1027"
1/24/2022 8:29:19,"547","21,6","29","1027"
1/24/2022 8:34:19,"544","21,6","29","1027"
1/24/2022 8:39:19,"537","21,6","29","1027"
1/24/2022 8:44:19,"553","21,6","29","1027"
1/24/2022 8:49:19,"551","21,6","29","1027"
1/24/2022 8:54:19,"547","21,6","29","1027"
1/24/2022 8:59:19,"553","21,6","29","1027"
1/24/2022 9:04:19,"546","21,6","29","1027"
1/24/2022 9:09:19,"554","21,6","29","1027"
1/24/2022 9:14:19,"567","21,6","29","1027"
1/24/2022 9:19:19,"570","21,6","29","1027"
1/24/2022 9:24:19,"584","21,6","29","1027"
1/24/2022 9:29:19,"588","21,6","29","1027"
1/24/2022 9:34:19,"598","21,6","29","1027"
1/24/2022 9:39:19,"611","21,7","29","1027"
1/24/2022 9:44:19,"622","21,6","29","1027"
1/24/2022 9:49:19,"646","21,7","29","1027"
1/24/2022 9:54:19,"639","21,7","29","1027"
1/24/2022 9:59:19,"701","21,7","29","1027"
1/24/2022 10:04:19,"879","21,8","30","1027"
1/24/2022 10:09:19,"1105","21,9","30","1027"
1/24/2022 10:14:19,"1268","22,0","31","1027"
1/24/2022 10:19:19,"1447","22,1","31","1027"
1/24/2022 10:24:19,"1512","22,3","31","1027"
1/24/2022 10:29:19,"1512","22,5","31","1027"
1/24/2022 10:34:19,"1514","22,5","31","1027"
1/24/2022 10:39:19,"1585","22,6","31","1027"
1/24/2022 10:44:19,"1558","22,8","32","1027"
1/24/2022 10:49:19,"1690","22,9","32","1027"
1/24/2022 10:54:19,"1773","22,9","32","1027"
1/24/2022 10:59:19,"1778","23,0","32","1027"
1/24/2022 11:04:19,"1776","23,0","32","1027"
1/24/2022 11:09:19,"1725","22,9","32","1027"
1/24/2022 11:14:19,"1740","22,9","32","1027"
1/24/2022 11:19:19,"1715","22,8","32","1027"
1/24/2022 11:24:19,"1694","22,7","32","1027"
1/24/2022 11:29:19,"1617","22,7","32","1027"
1/24/2022 11:34:19,"1608","22,7","32","1027"
1/24/2022 11:39:19,"1570","22,7","32","1027"
1/24/2022 11:44:19,"1555","22,7","32","1027"
1/24/2022 11:49:19,"1523","22,8","31","1027"
1/24/2022 11:54:19,"1552","22,8","32","1027"
1/24/2022 11:59:19,"1504","22,9","32","1027"
1/24/2022 12:04:19,"1509","22,9","31","1027"
1/24/2022 12:09:19,"1481","22,9","31","1027"
1/24/2022 12:14:19,"1440","23,0","31","1027"
1/24/2022 12:19:19,"1431","23,0","31","1027"
1/24/2022 12:24:19,"1386","23,0","31","1027"
1/24/2022 12:29:19,"1396","22,9","31","1027"
1/24/2022 12:34:19,"1344","22,9","31","1027"
1/24/2022 12:39:19,"1351","22,9","31","1027"
1/24/2022 12:44:19,"1311","22,9","31","1026"
1/24/2022 12:49:19,"1288","22,9","31","1027"
1/24/2022 12:54:19,"1288","22,8","31","1026"
1/24/2022 12:59:19,"1227","22,9","31","1026"
1/24/2022 13:04:19,"1235","22,9","31","1026"
1/24/2022 13:09:19,"1238","22,9","31","1026"
1/24/2022 13:14:19,"1203","22,9","31","1026"
1/24/2022 13:19:19,"1193","22,9","31","1026"
1/24/2022 13:24:19,"1174","23,0","30","1026"
1/24/2022 13:29:19,"1167","23,0","30","1026"
1/24/2022 13:34:19,"1328","23,0","31","1026"
1/24/2022 13:39:19,"1404","22,9","31","1026"
1/24/2022 13:44:19,"1550","22,9","31","1026"
1/24/2022 13:49:19,"1569","22,9","31","1026"
1/24/2022 13:54:19,"1516","22,9","31","1026"
1/24/2022 13:59:19,"1484","22,9","31","1026"
1/24/2022 14:04:19,"1468","22,9","31","1026"
1/24/2022 14:09:19,"1438","22,9","31","1026"
1/24/2022 14:14:19,"1391","22,9","31","1026"
1/24/2022 14:19:19,"1406","23,0","31","1026"
1/24/2022 14:24:19,"1649","23,1","32","1026"
1/24/2022 14:29:19,"1693","23,1","32","1026"
1/24/2022 14:34:19,"1836","23,2","32","1026"
1/24/2022 14:39:19,"1827","23,2","32","1026"
1/24/2022 14:44:19,"1793","23,2","32","1026"
1/24/2022 14:49:19,"1744","23,2","32","1026"
1/24/2022 14:54:19,"1724","23,1","32","1026"
1/24/2022 14:59:19,"1677","23,1","32","1026"
1/24/2022 15:04:19,"1645","23,1","32","1026"
1/24/2022 15:09:19,"1561","23,1","32","1026"
1/24/2022 15:14:19,"1541","23,1","32","1026"
1/24/2022 15:19:19,"1530","23,0","32","1026"
1/24/2022 15:24:19,"1534","22,9","32","1025"
1/24/2022 15:29:19,"1284","22,9","31","1026"
1/24/2022 15:34:19,"1116","22,9","31","1025"
1/24/2022 15:39:19,"958","22,9","31","1025"
1/24/2022 15:44:19,"868","22,8","30","1026"
1/24/2022 15:49:19,"801","22,8","30","1026"
1/24/2022 15:54:19,"841","22,8","30","1026"
1/24/2022 15:59:19,"844","22,8","30","1026"
1/24/2022 16:04:19,"761","22,8","30","1025"
1/24/2022 16:09:19,"755","22,8","30","1026"
1/24/2022 16:14:19,"807","22,8","30","1026"
1/24/2022 16:19:19,"803","22,8","30","1026"
1/24/2022 16:24:19,"783","22,8","30","1026"
1/24/2022 16:29:19,"732","22,8","29","1026"
1/24/2022 16:34:19,"693","22,8","29","1026"
1/24/2022 16:39:19,"700","22,8","29","1026"
1/24/2022 16:44:19,"760","22,8","29","1026"
1/24/2022 16:49:19,"780","22,7","29","1026"
1/24/2022 16:54:19,"765","22,7","29","1026"
1/24/2022 16:59:19,"713","22,5","29","1026"
1/24/2022 17:04:19,"640","22,5","29","1026"
1/24/2022 17:09:19,"645","22,5","29","1026"
1/24/2022 17:14:19,"745","22,5","29","1026"
1/24/2022 17:19:19,"757","22,6","29","1026"
1/24/2022 17:24:19,"749","22,6","29","1025"
1/24/2022 17:29:19,"725","22,6","29","1026"
1/24/2022 17:34:19,"675","22,6","29","1026"
1/24/2022 17:39:19,"634","22,6","29","1026"
1/24/2022 17:44:19,"690","22,6","29","1026"
1/24/2022 17:49:19,"779","22,6","29","1026"
1/24/2022 17:54:19,"792","22,6","29","1026"
1/24/2022 17:59:19,"723","22,6","29","1026"
1/24/2022 18:04:19,"714","22,6","29","1026"
1/24/2022 18:09:19,"773","22,6","29","1026"
1/24/2022 18:14:19,"787","22,4","29","1026"
1/24/2022 18:19:19,"732","22,3","29","1026"
1/24/2022 18:24:19,"655","22,2","29","1026"
1/24/2022 18:29:19,"604","22,2","29","1026"
1/24/2022 18:34:19,"570","22,2","29","1026"
1/24/2022 18:39:19,"540","22,2","29","1026"
1/24/2022 18:44:19,"528","22,2","29","1026"
1/24/2022 18:49:19,"505","22,2","29","1026"
1/24/2022 18:54:19,"505","22,1","29","1026"
1/24/2022 18:59:19,"494","22,1","29","1026"
1/24/2022 19:04:19,"495","22,1","29","1026"
1/24/2022 19:09:19,"481","22,1","28","1026"
1/24/2022 19:14:19,"470","22,0","28","1026"
1/24/2022 19:19:19,"459","22,0","28","1026"
1/24/2022 19:24:19,"488","22,0","28","1026"
1/24/2022 19:29:19,"476","22,0","28","1026"
1/24/2022 19:34:19,"455","22,0","28","1026"
1/24/2022 19:39:19,"470","21,9","28","1026"
1/24/2022 19:44:19,"470","21,9","28","1026"
1/24/2022 19:49:19,"463","21,9","28","1026"
1/24/2022 19:54:19,"471","21,9","28","1026"
1/24/2022 19:59:19,"467","21,9","28","1026"
1/24/2022 20:04:19,"461","21,8","28","1026"
1/24/2022 20:09:19,"471","21,8","28","1026"
1/24/2022 20:14:19,"460","21,8","28","1026"
1/24/2022 20:19:19,"458","21,7","28","1026"
1/24/2022 20:24:19,"474","21,8","28","1026"
1/24/2022 20:29:19,"465","21,7","28","1026"
1/24/2022 20:34:19,"459","21,7","28","1026"
1/24/2022 20:39:19,"466","21,7","28","1026"
1/24/2022 20:44:19,"450","21,7","28","1026"
1/24/2022 20:49:19,"466","21,7","28","1026"
1/24/2022 20:54:19,"458","21,7","28","1026"
1/24/2022 20:59:19,"457","21,6","28","1026"
1/24/2022 21:04:19,"447","21,6","28","1026"
1/24/2022 21:09:19,"451","21,6","28","1026"
1/24/2022 21:14:19,"451","21,6","28","1026"
1/24/2022 21:19:19,"451","21,6","28","1026"
1/24/2022 21:24:19,"460","21,5","28","1026"
1/24/2022 21:29:19,"455","21,5","28","1026"
1/24/2022 21:34:19,"446","21,5","28","1026"
1/24/2022 21:39:19,"442","21,5","28","1026"
1/24/2022 21:44:19,"452","21,5","28","1026"
1/24/2022 21:49:19,"450","21,5","28","1026"
1/24/2022 21:54:19,"451","21,5","28","1026"
1/24/2022 21:59:19,"441","21,5","28","1026"
1/24/2022 22:04:19,"457","21,5","28","1026"
1/24/2022 22:09:19,"455","21,4","28","1026"
1/24/2022 22:14:19,"457","21,4","28","1026"
1/24/2022 22:19:19,"450","21,4","28","1027"
1/24/2022 22:24:19,"457","21,4","28","1027"
1/24/2022 22:29:19,"448","21,4","28","1027"
1/24/2022 22:34:19,"448","21,4","28","1027"
1/24/2022 22:39:19,"449","21,4","28","1027"
1/24/2022 22:44:19,"443","21,4","28","1027"
